Tm,2PA_scoring_2010,2PA_scoring_2011,2PA_scoring_2012,2PA_scoring_2013,2PA_scoring_2014,2PA_scoring_2015,2PA_scoring_2016,2PA_scoring_def_2010,2PA_scoring_def_2011,2PA_scoring_def_2012,2PA_scoring_def_2013,2PA_scoring_def_2014,2PA_scoring_def_2015,2PA_scoring_def_2016,2PM_scoring_2010,2PM_scoring_2011,2PM_scoring_2012,2PM_scoring_2013,2PM_scoring_2014,2PM_scoring_2015,2PM_scoring_2016,2PM_scoring_def_2010,2PM_scoring_def_2011,2PM_scoring_def_2012,2PM_scoring_def_2013,2PM_scoring_def_2014,2PM_scoring_def_2015,2PM_scoring_def_2016,4QC_passing_2010,4QC_passing_2011,4QC_passing_2012,4QC_passing_2013,4QC_passing_2014,4QC_passing_2015,4QC_passing_2016,ANY/A_pass_def_2010,ANY/A_pass_def_2011,ANY/A_pass_def_2012,ANY/A_pass_def_2013,ANY/A_pass_def_2014,ANY/A_pass_def_2015,ANY/A_pass_def_2016,ANY/A_passing_2010,ANY/A_passing_2011,ANY/A_passing_2012,ANY/A_passing_2013,ANY/A_passing_2014,ANY/A_passing_2015,ANY/A_passing_2016,AY/A_pass_def_2010,AY/A_pass_def_2011,AY/A_pass_def_2012,AY/A_pass_def_2013,AY/A_pass_def_2014,AY/A_pass_def_2015,AY/A_pass_def_2016,AY/A_passing_2010,AY/A_passing_2011,AY/A_passing_2012,AY/A_passing_2013,AY/A_passing_2014,AY/A_passing_2015,AY/A_passing_2016,AllTD_scoring_2010,AllTD_scoring_2011,AllTD_scoring_2012,AllTD_scoring_2013,AllTD_scoring_2014,AllTD_scoring_2015,AllTD_scoring_2016,AllTD_scoring_def_2010,AllTD_scoring_def_2011,AllTD_scoring_def_2012,AllTD_scoring_def_2013,AllTD_scoring_def_2014,AllTD_scoring_def_2015,AllTD_scoring_def_2016,Att_pass_def_2010,Att_pass_def_2011,Att_pass_def_2012,Att_pass_def_2013,Att_pass_def_2014,Att_pass_def_2015,Att_pass_def_2016,Att_passing_2010,Att_passing_2011,Att_passing_2012,Att_passing_2013,Att_passing_2014,Att_passing_2015,Att_passing_2016,Att_rush_def_2010,Att_rush_def_2011,Att_rush_def_2012,Att_rush_def_2013,Att_rush_def_2014,Att_rush_def_2015,Att_rush_def_2016,Att_rushing_2010,Att_rushing_2011,Att_rushing_2012,Att_rushing_2013,Att_rushing_2014,Att_rushing_2015,Att_rushing_2016,Cmp_pass_def_2010,Cmp_pass_def_2011,Cmp_pass_def_2012,Cmp_pass_def_2013,Cmp_pass_def_2014,Cmp_pass_def_2015,Cmp_pass_def_2016,Cmp_passing_2010,Cmp_passing_2011,Cmp_passing_2012,Cmp_passing_2013,Cmp_passing_2014,Cmp_passing_2015,Cmp_passing_2016,DSRS_standings_2010,DSRS_standings_2011,DSRS_standings_2012,DSRS_standings_2013,DSRS_standings_2014,DSRS_standings_2015,DSRS_standings_2016,FGA_scoring_2010,FGA_scoring_2011,FGA_scoring_2012,FGA_scoring_2013,FGA_scoring_2014,FGA_scoring_2015,FGA_scoring_2016,FGA_scoring_def_2010,FGA_scoring_def_2011,FGA_scoring_def_2012,FGA_scoring_def_2013,FGA_scoring_def_2014,FGA_scoring_def_2015,FGA_scoring_def_2016,FGM_scoring_2010,FGM_scoring_2011,FGM_scoring_2012,FGM_scoring_2013,FGM_scoring_2014,FGM_scoring_2015,FGM_scoring_2016,FGM_scoring_def_2010,FGM_scoring_def_2011,FGM_scoring_def_2012,FGM_scoring_def_2013,FGM_scoring_def_2014,FGM_scoring_def_2015,FGM_scoring_def_2016,FblTD_scoring_2010,FblTD_scoring_2011,FblTD_scoring_2012,FblTD_scoring_2013,FblTD_scoring_2014,FblTD_scoring_2015,FblTD_scoring_2016,FblTD_scoring_def_2010,FblTD_scoring_def_2011,FblTD_scoring_def_2012,FblTD_scoring_def_2013,FblTD_scoring_def_2014,FblTD_scoring_def_2015,FblTD_scoring_def_2016,Fmb_rushing_2010,Fmb_rushing_2011,Fmb_rushing_2012,Fmb_rushing_2013,Fmb_rushing_2014,Fmb_rushing_2015,Fmb_rushing_2016,GWD_passing_2010,GWD_passing_2011,GWD_passing_2012,GWD_passing_2013,GWD_passing_2014,GWD_passing_2015,GWD_passing_2016,IntTD_scoring_2010,IntTD_scoring_2011,IntTD_scoring_2012,IntTD_scoring_2013,IntTD_scoring_2014,IntTD_scoring_2015,IntTD_scoring_2016,IntTD_scoring_def_2010,IntTD_scoring_def_2011,IntTD_scoring_def_2012,IntTD_scoring_def_2013,IntTD_scoring_def_2014,IntTD_scoring_def_2015,IntTD_scoring_def_2016,Int_pass_def_2010,Int_pass_def_2011,Int_pass_def_2012,Int_pass_def_2013,Int_pass_def_2014,Int_pass_def_2015,Int_pass_def_2016,Int_passing_2010,Int_passing_2011,Int_passing_2012,Int_passing_2013,Int_passing_2014,Int_passing_2015,Int_passing_2016,KR TD_scoring_2010,KR TD_scoring_2011,KR TD_scoring_2012,KR TD_scoring_2013,KR TD_scoring_2014,KR TD_scoring_2015,KR TD_scoring_2016,KR TD_scoring_def_2010,KR TD_scoring_def_2011,KR TD_scoring_def_2012,KR TD_scoring_def_2013,KR TD_scoring_def_2014,KR TD_scoring_def_2015,KR TD_scoring_def_2016,MoV_standings_2010,MoV_standings_2011,MoV_standings_2012,MoV_standings_2013,MoV_standings_2014,MoV_standings_2015,MoV_standings_2016,NY/A_pass_def_2010,NY/A_pass_def_2011,NY/A_pass_def_2012,NY/A_pass_def_2013,NY/A_pass_def_2014,NY/A_pass_def_2015,NY/A_pass_def_2016,NY/A_passing_2010,NY/A_passing_2011,NY/A_passing_2012,NY/A_passing_2013,NY/A_passing_2014,NY/A_passing_2015,NY/A_passing_2016,OSRS_standings_2010,OSRS_standings_2011,OSRS_standings_2012,OSRS_standings_2013,OSRS_standings_2014,OSRS_standings_2015,OSRS_standings_2016,OthTD_scoring_2010,OthTD_scoring_2011,OthTD_scoring_2012,OthTD_scoring_2013,OthTD_scoring_2014,OthTD_scoring_2015,OthTD_scoring_2016,OthTD_scoring_def_2010,OthTD_scoring_def_2011,OthTD_scoring_def_2012,OthTD_scoring_def_2013,OthTD_scoring_def_2014,OthTD_scoring_def_2015,OthTD_scoring_def_2016,PA_standings_2010,PA_standings_2011,PA_standings_2012,PA_standings_2013,PA_standings_2014,PA_standings_2015,PA_standings_2016,PD_standings_2010,PD_standings_2011,PD_standings_2012,PD_standings_2013,PD_standings_2014,PD_standings_2015,PD_standings_2016,PR TD_scoring_2010,PR TD_scoring_2011,PR TD_scoring_2012,PR TD_scoring_2013,PR TD_scoring_2014,PR TD_scoring_2015,PR TD_scoring_2016,PR TD_scoring_def_2010,PR TD_scoring_def_2011,PR TD_scoring_def_2012,PR TD_scoring_def_2013,PR TD_scoring_def_2014,PR TD_scoring_def_2015,PR TD_scoring_def_2016,Pts_scoring_2010,Pts_scoring_2011,Pts_scoring_2012,Pts_scoring_2013,Pts_scoring_2014,Pts_scoring_2015,Pts_scoring_2016,Rate_pass_def_2010,Rate_pass_def_2011,Rate_pass_def_2012,Rate_pass_def_2013,Rate_pass_def_2014,Rate_pass_def_2015,Rate_pass_def_2016,Rate_passing_2010,Rate_passing_2011,Rate_passing_2012,Rate_passing_2013,Rate_passing_2014,Rate_passing_2015,Rate_passing_2016,SRS_standings_2010,SRS_standings_2011,SRS_standings_2012,SRS_standings_2013,SRS_standings_2014,SRS_standings_2015,SRS_standings_2016,Sack_Yds_pass_def_2010,Sack_Yds_pass_def_2011,Sack_Yds_pass_def_2012,Sack_Yds_pass_def_2013,Sack_Yds_pass_def_2014,Sack_Yds_pass_def_2015,Sack_Yds_pass_def_2016,Sack_Yds_passing_2010,Sack_Yds_passing_2011,Sack_Yds_passing_2012,Sack_Yds_passing_2013,Sack_Yds_passing_2014,Sack_Yds_passing_2015,Sack_Yds_passing_2016,Sfty_scoring_2010,Sfty_scoring_2011,Sfty_scoring_2012,Sfty_scoring_2013,Sfty_scoring_2014,Sfty_scoring_2015,Sfty_scoring_2016,Sfty_scoring_def_2010,Sfty_scoring_def_2011,Sfty_scoring_def_2012,Sfty_scoring_def_2013,Sfty_scoring_def_2014,Sfty_scoring_def_2015,Sfty_scoring_def_2016,Sk_pass_def_2010,Sk_pass_def_2011,Sk_pass_def_2012,Sk_pass_def_2013,Sk_pass_def_2014,Sk_pass_def_2015,Sk_pass_def_2016,Sk_passing_2010,Sk_passing_2011,Sk_passing_2012,Sk_passing_2013,Sk_passing_2014,Sk_passing_2015,Sk_passing_2016,SoS_standings_2010,SoS_standings_2011,SoS_standings_2012,SoS_standings_2013,SoS_standings_2014,SoS_standings_2015,SoS_standings_2016,TD_pass_def_2010,TD_pass_def_2011,TD_pass_def_2012,TD_pass_def_2013,TD_pass_def_2014,TD_pass_def_2015,TD_pass_def_2016,TD_passing_2010,TD_passing_2011,TD_passing_2012,TD_passing_2013,TD_passing_2014,TD_passing_2015,TD_passing_2016,TD_rush_def_2010,TD_rush_def_2011,TD_rush_def_2012,TD_rush_def_2013,TD_rush_def_2014,TD_rush_def_2015,TD_rush_def_2016,TD_rushing_2010,TD_rushing_2011,TD_rushing_2012,TD_rushing_2013,TD_rushing_2014,TD_rushing_2015,TD_rushing_2016,W_standings_2010,W_standings_2011,W_standings_2012,W_standings_2013,W_standings_2014,W_standings_2015,W_standings_2016,XPA_scoring_2010,XPA_scoring_2011,XPA_scoring_2012,XPA_scoring_2013,XPA_scoring_2014,XPA_scoring_2015,XPA_scoring_2016,XPA_scoring_def_2010,XPA_scoring_def_2011,XPA_scoring_def_2012,XPA_scoring_def_2013,XPA_scoring_def_2014,XPA_scoring_def_2015,XPA_scoring_def_2016,XPM_scoring_2010,XPM_scoring_2011,XPM_scoring_2012,XPM_scoring_2013,XPM_scoring_2014,XPM_scoring_2015,XPM_scoring_2016,XPM_scoring_def_2010,XPM_scoring_def_2011,XPM_scoring_def_2012,XPM_scoring_def_2013,XPM_scoring_def_2014,XPM_scoring_def_2015,XPM_scoring_def_2016,Y/A_pass_def_2010,Y/A_pass_def_2011,Y/A_pass_def_2012,Y/A_pass_def_2013,Y/A_pass_def_2014,Y/A_pass_def_2015,Y/A_pass_def_2016,Y/A_passing_2010,Y/A_passing_2011,Y/A_passing_2012,Y/A_passing_2013,Y/A_passing_2014,Y/A_passing_2015,Y/A_passing_2016,Y/A_rush_def_2010,Y/A_rush_def_2011,Y/A_rush_def_2012,Y/A_rush_def_2013,Y/A_rush_def_2014,Y/A_rush_def_2015,Y/A_rush_def_2016,Y/A_rushing_2010,Y/A_rushing_2011,Y/A_rushing_2012,Y/A_rushing_2013,Y/A_rushing_2014,Y/A_rushing_2015,Y/A_rushing_2016,Y/C_pass_def_2010,Y/C_pass_def_2011,Y/C_pass_def_2012,Y/C_pass_def_2013,Y/C_pass_def_2014,Y/C_pass_def_2015,Y/C_pass_def_2016,Y/C_passing_2010,Y/C_passing_2011,Y/C_passing_2012,Y/C_passing_2013,Y/C_passing_2014,Y/C_passing_2015,Y/C_passing_2016,Yds_pass_def_2010,Yds_pass_def_2011,Yds_pass_def_2012,Yds_pass_def_2013,Yds_pass_def_2014,Yds_pass_def_2015,Yds_pass_def_2016,Yds_passing_2010,Yds_passing_2011,Yds_passing_2012,Yds_passing_2013,Yds_passing_2014,Yds_passing_2015,Yds_passing_2016,Yds_rush_def_2010,Yds_rush_def_2011,Yds_rush_def_2012,Yds_rush_def_2013,Yds_rush_def_2014,Yds_rush_def_2015,Yds_rush_def_2016,Yds_rushing_2010,Yds_rushing_2011,Yds_rushing_2012,Yds_rushing_2013,Yds_rushing_2014,Yds_rushing_2015,Yds_rushing_2016
Jacksonville Jaguars,0.0,1.0,7.0,2.0,4.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,7.5,5.5,6.7,7.0,7.0,7.0,6.0,5.2,3.4,4.8,4.4,4.0,6.1,5.3,8.2,6.3,7.2,7.8,8.1,7.8,6.7,6.2,4.4,5.8,5.3,5.3,7.1,5.9,41.0,25.0,26.0,25.0,27.0,44.0,34.0,49.0,35.0,48.0,52.0,44.0,51.0,41.0,506.0,513.0,535.0,551.0,541.0,602.0,551.0,469.0,469.0,586.0,592.0,557.0,607.0,626.0,416.0,435.0,545,507.0,499.0,464.0,446.0,512.0,489.0,358.0,378.0,360.0,354.0,392.0,329.0,326.0,341.0,354.0,355.0,390.0,345.0,291.0,240.0,328.0,349.0,325.0,355.0,369.0,-3.3,1.4,-4.9,-4.0,-2.7,-6.9,-2.3,28.0,25.0,28.0,25.0,26.0,30.0,34.0,25.0,29.0,43.0,29.0,35.0,38.0,41.0,22.0,23.0,25.0,23.0,20.0,26.0,27.0,23.0,22.0,36.0,26.0,31.0,30.0,38.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,23.0,27.0,20.0,18.0,15.0,25.0,23.0,5.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,3.0,4.0,4.0,3.0,13.0,17.0,12.0,11.0,6.0,9.0,7.0,21.0,15.0,17.0,21.0,18.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.1,-5.4,-11.8,-12.6,-10.2,-4.5,-5.1,7.5,6.1,6.9,6.8,6.7,6.7,5.9,6.0,4.2,5.4,5.4,4.8,6.2,5.6,-1.2,-7.1,-8.1,-7.1,-7.8,-0.7,-2.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,419.0,329.0,444.0,449.0,412.0,448.0,400.0,-66.0,-86.0,-189.0,-202.0,-163.0,-72.0,-82.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,353.0,243.0,255.0,247.0,249.0,376.0,318.0,98.5,83.7,89.8,96.5,99.1,97.2,88.5,83.4,62.2,74.7,71.8,72.0,88.1,79.5,-4.5,-5.6,-13.0,-11.1,-10.5,-7.5,-5.0,189.0,213.0,128.0,225.0,275.0,237.0,183.0,291.0,331.0,327.0,310.0,450.0,320.0,197.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,26.0,31.0,20.0,31.0,45.0,36.0,33.0,38.0,44.0,50.0,50.0,71.0,51.0,34.0,-0.4,-0.3,-1.1,1.5,-0.3,-3.0,0.2,28.0,21.0,21.0,29.0,24.0,29.0,20.0,26.0,12.0,20.0,16.0,15.0,35.0,24.0,19.0,14.0,19,20.0,15.0,15.0,17.0,14.0,9.0,5.0,7.0,9.0,5.0,8.0,8.0,5.0,2.0,4.0,3.0,5.0,3.0,41.0,24.0,19.0,23.0,23.0,39.0,32.0,48.0,36.0,46.0,53.0,45.0,48.0,40.0,41.0,24.0,18.0,22.0,23.0,32.0,29.0,48.0,35.0,46.0,53.0,45.0,48.0,36.0,8.3,6.9,7.4,7.6,7.7,7.5,6.6,7.2,5.4,6.4,6.3,6.2,7.3,6.3,4.7,3.8,4.1,4.2,4.1,3.7,3.8,4.7,4.0,3.8,3.3,4.5,4.2,4.2,12.7,10.9,11.6,11.8,11.8,11.6,10.5,11.5,10.5,11.4,10.7,10.6,12.5,10.6,4004.0,3341.0,3832.0,3962.0,3899.0,4291.0,3444.0,3065.0,2179.0,3419.0,3441.0,3001.0,4108.0,3728.0,1945.0,1667.0,2256,2108.0,2033.0,1709.0,1703.0,2395.0,1970.0,1369.0,1260.0,1633.0,1473.0,1631.0
Houston Texans,1.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,5.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,4.0,7.5,4.5,5.6,6.6,5.4,5.4,5.7,6.7,7.0,6.3,4.7,6.3,5.9,4.5,8.4,5.4,6.5,7.4,6.1,6.4,6.4,7.5,7.9,7.0,5.6,6.8,6.7,5.1,44.0,41.0,46.0,28.0,40.0,39.0,25.0,52.0,26.0,37.0,46.0,35.0,37.0,36.0,547.0,538.0,581.0,484.0,619.0,553.0,522.0,574.0,467.0,554.0,633.0,485.0,619.0,583.0,433.0,378.0,390,454.0,420.0,388.0,397.0,423.0,546.0,508.0,414.0,551.0,472.0,456.0,354.0,279.0,308.0,287.0,363.0,326.0,319.0,365.0,288.0,354.0,371.0,295.0,358.0,347.0,-3.7,3.2,1.7,-2.6,2.5,2.6,2.7,30.0,38.0,38.0,35.0,35.0,27.0,41.0,27.0,36.0,24.0,35.0,22.0,26.0,29.0,27.0,32.0,31.0,26.0,30.0,23.0,35.0,21.0,30.0,21.0,30.0,19.0,20.0,25.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,15.0,20.0,12.0,21.0,19.0,22.0,20.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,0.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,13.0,17.0,15.0,7.0,20.0,14.0,11.0,12.0,9.0,13.0,22.0,13.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,-2.3,6.4,5.3,-9.5,4.1,1.6,-3.1,7.4,5.2,5.8,6.1,5.9,5.6,5.8,6.8,7.0,6.6,5.6,6.6,5.9,5.2,1.8,1.4,1.8,-5.0,-0.8,-3.3,-5.3,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,278.0,331.0,428.0,307.0,313.0,328.0,-37.0,103.0,85.0,-152.0,65.0,26.0,-49.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,390.0,381.0,416.0,276.0,372.0,339.0,279.0,100.5,69.0,80.0,93.9,80.4,82.8,84.3,92.0,92.7,89.2,74.0,86.4,85.3,73.3,-1.8,4.5,3.5,-7.6,1.7,-0.8,-2.6,219.0,287.0,269.0,187.0,251.0,311.0,198.0,226.0,190.0,216.0,370.0,108.0,246.0,242.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,30.0,44.0,44.0,32.0,38.0,45.0,31.0,32.0,33.0,28.0,42.0,26.0,36.0,32.0,0.5,-1.9,-1.8,1.9,-2.3,-2.4,0.4,33.0,18.0,29.0,29.0,28.0,24.0,20.0,24.0,20.0,22.0,19.0,22.0,29.0,15.0,16.0,8.0,5,11.0,6.0,10.0,13.0,20.0,18.0,19.0,7.0,12.0,7.0,8.0,6.0,10.0,12.0,2.0,9.0,9.0,9.0,43.0,40.0,45.0,26.0,40.0,36.0,25.0,50.0,22.0,38.0,46.0,33.0,35.0,35.0,43.0,39.0,45.0,26.0,40.0,32.0,22.0,50.0,22.0,38.0,46.0,32.0,31.0,35.0,8.2,6.2,6.7,6.8,6.7,6.6,6.6,7.6,7.9,7.3,6.6,7.1,6.6,5.9,4.0,4.1,4.0,4.3,4.0,4.1,4.0,4.8,4.5,4.2,4.2,3.9,3.7,4.1,12.7,11.9,12.6,11.5,11.4,11.3,10.7,12.0,12.8,11.4,11.3,11.7,11.4,9.9,4280.0,3035.0,3612.0,3123.0,3890.0,3366.0,3226.0,4144.0,3506.0,3830.0,3813.0,3352.0,3833.0,3176.0,1751.0,1536.0,1560,1958.0,1681.0,1597.0,1595.0,2042.0,2448.0,2123.0,1743.0,2161.0,1731.0,1859.0
